,TeamNameSpelling,TeamID
1047,ut arlington,1426
1048,ut martin,1404
1049,ut san antonio,1427
1050,ut-arlington,1426
1051,ut-martin,1404
1052,utah,1428
1053,utah st,1429
1054,utah st.,1429
1055,utah state,1429
1056,utah valley,1430
1057,utah valley st.,1430
1058,utah-st,1429
1059,utah-state,1429
1060,utah-valley,1430
1061,utah-valley-state,1430
1062,utep,1431
1063,utica,1432
1064,utrgv,1410
1065,utsa,1427
1066,va commonwealth,1433
1067,valparaiso,1434
1068,vanderbilt,1435
1069,vcu,1433
1070,vcu(va. commonwealth,1433
1071,vermont,1436
1072,villanova,1437
1073,virginia,1438
1074,virginia commonwealth,1433
1075,virginia military,1440
1076,virginia military institute,1440
1077,virginia tech,1439
1078,virginia-commonwealth,1433
1079,virginia-military-institute,1440
1080,virginia-tech,1439
1081,vmi,1440
1082,w carolina,1441
1083,w illinois,1442
1084,w kentucky,1443
1085,w michigan,1444
1086,w salem st,1445
1087,w texas a&m,1446
1088,wagner,1447
1089,wake forest,1448
1090,wake-forest,1448
1091,washington,1449
1092,washington st,1450
1093,washington st.,1450
1094,washington state,1450
1095,washington-st,1450
1096,washington-state,1450
1097,weber st,1451
1098,weber st.,1451
1099,weber state,1451
1100,weber-st,1451
1101,weber-state,1451
1102,west texas a&m,1446
1103,west virginia,1452
1104,west-virginia,1452
1105,western caro.,1441
1106,western carolina,1441
1107,western ill.,1442
1108,western illinois,1442
1109,western kentucky,1443
1110,western ky.,1443
1111,western mich.,1444
1112,western michigan,1444
1113,western-caro,1441
1114,western-carolina,1441
1115,western-ill,1442
1116,western-illinois,1442
1117,western-kentucky,1443
1118,western-ky,1443
1119,western-mich,1444
1120,western-michigan,1444
1121,wi green bay,1453
1122,wi milwaukee,1454
1123,wichita st,1455
1124,wichita st.,1455
1125,wichita state,1455
1126,wichita-st,1455
1127,wichita-state,1455
1128,wichitastate,1455
1129,william & mary,1456
1130,william--mary,1456
1131,william-mary,1456
1132,winston salem,1445
1133,winston-salem,1445
1134,winston-salem-state,1445
1135,winthrop,1457
1136,wis.-green bay,1453
1137,wis.-milwaukee,1454
1138,wisconsin,1458
1139,wisconsin-green bay,1453
1140,wisconsin-green-bay,1453
1141,wisconsin-milwaukee,1454
1142,wku,1443
1143,wofford,1459
1144,wright st,1460
1145,wright st.,1460
1146,wright state,1460
1147,wright-st,1460
1148,wright-state,1460
1149,wyoming,1461
1150,xavier,1462
1151,yale,1463
1152,youngstown st,1464
1153,youngstown st.,1464
1154,youngstown state,1464
1155,youngstown-st,1464
1156,youngstown-state,1464
1157,army w point,1119
1158,army w. point,1119
1159,birmingham s,1128
1160,birmingham s.,1128
1161,csu fullerton,1168
1162,charleston s,1149
1163,charleston s.,1149
1164,e carolina,1187
1165,e. carolina,1187
1166,e tenn. st.,1190
1167,e. tenn. st.,1190
1168,e tennessee st.,1190
1169,e. tennessee st.,1190
1170,e tennessee state,1190
1171,e. tennessee state,1190
1172,e ill.,1183
1173,e. ill.,1183
1174,e. illinois,1183
1175,e. kentucky,1184
1176,e ky.,1184
1177,e. ky.,1184
1178,e mich.,1185
1179,e. mich.,1185
1180,e. michigan,1185
1181,e wash.,1186
1182,e. wash.,1186
1183,e. washington,1186
1184,ga s,1204
1185,ga s.,1204
1186,ga. s,1204
1187,ga. s.,1204
1188,georgia s,1204
1189,georgia s.,1204
1190,md. e shore,1271
1191,md. e. shore,1271
1192,n ala.,1466
1193,n. ala.,1466
1194,n alabama,1466
1195,n. alabama,1466
1196,n carolina,1314
1197,n. carolina,1314
1198,n carolina a&t,1299
1199,n carolina central,1300
1200,n. carolina central,1300
1201,n carolina st.,1301
1202,n. carolina st.,1301
1203,n carolina state,1301
1204,n. carolina state,1301
1205,n carolina-asheville,1421
1206,n. carolina-asheville,1421
1207,n carolina-greensboro,1422
1208,n. carolina-greensboro,1422
1209,n carolina-wilmington,1423
1210,n. carolina-wilmington,1423
1211,n dakota,1315
1212,n. dakota,1315
1213,n dakota st.,1295
1214,n. dakota st.,1295
1215,n dakota state,1295
1216,n. dakota state,1295
1217,n florida,1316
1218,n. florida,1316
1219,n texas,1317
1220,n. texas,1317
1221,n ariz.,1319
1222,n. ariz.,1319
1223,n arizona,1319
1224,n. arizona,1319
1225,n colo.,1294
1226,n. colo.,1294
1227,n. colorado,1294
1228,n ill.,1296
1229,n. ill.,1296
1230,n. illinois,1296
1231,n iowa,1320
1232,n. iowa,1320
1233,n. kentucky,1297
1234,n ky.,1297
1235,n. ky.,1297
1236,s ala.,1375
1237,s. ala.,1375
